Nome: JUAZEIRO (MANDACARU)
Codigo Estacao: V002
Latitude: -0.2033333
Longitude: -0.20333332
Altitude: 72.72
Situacao: Operante
Data Inicial: 2022-01-01
Data Final: 2022-07-31
Periodicidade da Medicao: Diaria

Dia;Ta (max)(ÂºC);Ta (med)(ÂºC);Ta (min)(ÂºC);Ur (max)(%);Ur (med)(%);Ur (min)(%);Rg (MJ-m²);Vv (m-s);ETo (mm);Prec (mm)
2023-02-20;29.33;26.26;23.77;81.4;81.4;56.93;8.58;1.83;2.89;0
2023-02-19;33.92;27.3;23.09;83.7;69.55;42.63;16.85;1.54;4.32;0
2023-02-18;34.54;28.34;22.15;81.3;65.78;35.93;24.38;1.94;5.74;0
2023-02-17;35.07;28.64;22.24;88.1;58.08;35.84;21.41;1.21;4.79;0
2023-02-16;34.97;27.92;22.84;90.1;66.35;36.96;22.68;0.61;4.46;0
2023-02-15;35.33;27.65;21.24;88.2;73.1;36.56;30.26;1.06;5.81;0
2023-02-14;;;;;;;;;;
2023-02-13;;;;;;;;;;
2023-02-12;;;;;;;;;;
2023-02-11;;;;;;;;;;
2023-02-10;;;;;;;;;;
2023-02-09;;;;;;;;;;
2023-02-08;35.05;26.95;17.87;92.1;54.89;22.23;27.49;1.39;5.62;0
2023-02-07;33.48;26.91;23.3;89.5;65.92;34.21;23.78;1.66;5.35;0
2023-02-06;34.47;28.01;22.63;96.2;78.1;42.65;22.58;1.11;4.79;10.16
2023-02-05;34.94;27.39;20.46;93.1;71.9;35.14;25.49;1.17;5.22;0
2023-02-04;34.84;27.78;22;90.5;64.74;34.03;25.09;1.62;5.58;0
2023-02-03;33.71;27.6;23.07;85.9;85.5;46.67;21.57;1.19;4.66;0
2023-02-02;33.72;27.12;21.34;94.1;79.8;44.89;23.01;1.35;4.88;0
2023-02-01;32.59;25.65;20.7;95;82.5;46.99;19.68;1.34;4.28;1.52
2023-01-31;33.05;27.29;23.12;85;80;43.95;19.94;2.82;5.42;0
2023-01-30;33.16;26.61;21.08;89.4;71.2;40.79;23.2;1.75;5.15;0
2023-01-29;33.62;26.18;18.12;93.7;65.2;36.01;24.28;2.05;5.51;0
2023-01-28;33.97;27.35;22.07;91.2;63.84;39.39;24.02;1.83;5.44;0
2023-01-27;33.18;25.94;22.12;91.3;88.9;51.86;18.25;1.22;4.08;8.89
2023-01-26;33.34;25.74;19.17;94.8;68.76;43.31;25.23;0.57;4.55;0
2023-01-25;33.61;26.57;20.32;95.6;78.3;42.34;26.33;0.84;4.95;0
2023-01-24;33.22;26.46;21.61;99.3;87.5;43.33;24.21;0.88;4.72;0.76
2023-01-23;31.42;25.57;22.13;98.3;96.2;56.45;19.56;0.5;3.76;0
2023-01-22;33.12;26.03;20.82;98.2;97.5;53.23;20.51;0.71;4.05;27.43
2023-01-21;34.09;26.66;19.88;98.8;92.9;44.86;23.69;0.71;4.53;3.05
2023-01-20;30.18;24.87;20.27;97.8;97.8;60.22;17.31;1.11;3.51;0
2023-01-19;31.08;25.08;19.87;94.7;81.6;52.57;17.31;0.96;3.57;0
2023-01-18;32.98;25.57;21.57;96.9;94.2;46.32;19.7;1.8;4.58;3.3
2023-01-17;31.08;25.15;20.61;95.5;75.7;53.03;18.54;1.36;3.94;0
2023-01-16;31.18;24.54;19.3;98.6;88;48.16;20.18;1.04;4;0
2023-01-15;32.46;25.16;20.86;98.1;94.9;42.56;20.68;1.64;4.61;3.05
2023-01-14;33;26.43;22.53;89.9;89.9;49.19;20.73;1.73;4.73;0
2023-01-13;32.78;26.58;20.93;96.4;76.5;47.99;22.78;1.29;4.67;0
2023-01-12;33.34;26.63;21.8;92.1;91;45;23.02;1.63;5.03;0.25
2023-01-11;33.83;26.97;21.59;87.4;75.8;44.64;23.66;1.22;4.92;0
2023-01-10;32.75;26.4;20.54;92.9;78.7;47.37;19.11;1.38;4.24;0
2023-01-09;33.86;26.4;19.4;94.9;84;39.62;24.93;1.11;4.93;0
2023-01-08;32.09;25.53;19.27;97.5;85.8;45.24;25.51;1.13;4.83;0
2023-01-07;31.36;25.75;21.22;97.2;90;55.97;21.86;1.25;4.34;0.25
2023-01-06;33.5;26.6;21.17;97.4;96.5;46.53;25.95;0.64;4.83;4.06
2023-01-05;32.26;26.01;21.69;96.2;96.2;52.54;22.07;1;4.39;0
2023-01-04;30.64;24.98;22;97.7;95;62.4;17.33;1;3.54;0
2023-01-03;30.48;24.3;21.24;99;92.3;65.9;16.54;1.09;3.38;1.78
2023-01-02;29.35;24.38;21.94;98.3;96.5;67.66;17.04;0.78;3.32;1.27
2023-01-01;32.31;25.49;20.28;97.9;97.9;47.77;21.76;1.69;4.66;2.79
2022-12-31;31.66;25.48;19.65;96.5;81.7;45.88;24.37;1.76;4.97;0
2022-12-30;31.23;25.83;20.34;93.2;77.1;52.92;23.44;1.97;4.84;0
2022-12-29;31.23;25.34;20.85;95.1;85.3;55.5;19.34;1.35;4.03;0
2022-12-28;31.16;25.11;20.43;95.9;86.5;52.39;17.3;1.44;3.81;0
2022-12-27;30.88;25.24;22.1;96.1;92.3;56.67;19.14;1.69;4.12;0
2022-12-26;30.24;25.27;20.54;93.3;83.4;52.91;20.6;1.54;4.22;0
2022-12-25;28.62;23.15;20.53;100;93.4;65.07;10.99;0.72;2.37;91.7
2022-12-24;31.86;24.81;21.82;99.6;96.3;54.73;20.27;0.71;3.96;0.51
2022-12-23;29.23;23.39;21.44;98.8;98.2;67.23;12.37;0.7;2.6;1.02
2022-12-22;30.75;24.62;21.78;94.5;90.2;58.85;13.33;1.09;3.05;0
2022-12-21;34.35;26.02;19.27;94.5;85.8;43.59;24.54;0.34;4.35;0
2022-12-20;33.13;25.41;18.15;96.2;79.7;40.2;26.1;0.72;4.68;0
2022-12-19;32.41;25.84;20.4;95.4;79.2;45.79;25.61;1.1;4.9;0
2022-12-18;32.76;26.44;20.34;97.9;82.3;51.83;21.83;1.12;4.39;0
2022-12-17;32.18;25.96;21.64;97.7;89.9;50.61;22.01;0.75;4.25;0
2022-12-16;31.11;25.52;21.33;95.7;91.4;58.8;22.23;0.81;4.21;0
2022-12-15;32.98;26.24;21.22;97.1;80.5;51.05;20.52;0.72;4.06;0
2022-12-14;34.02;26.29;19.52;97.5;95.9;44.29;24.63;0.65;4.59;0
2022-12-13;33.22;25.24;18.15;98.8;95.7;40.35;25.5;0.43;4.41;0
2022-12-12;33.17;26.39;20.63;96.4;93;45.94;25.78;0.8;4.83;0
2022-12-11;32.38;25.82;21.4;97.8;88.4;50.78;22.8;1.04;4.51;0
2022-12-10;32.36;26.01;20.68;97.8;92.6;55.52;21.05;0.7;4.06;0
2022-12-09;32.69;25.96;20.2;100;95.6;48.49;25.62;0.5;4.6;0
2022-12-08;31.27;24.81;20.33;99.1;99.1;55.36;21.98;0.7;4.1;0
2022-12-07;30.5;24.7;20.59;99.1;92.4;58.9;18.39;1.34;3.76;4.06
2022-12-06;28.34;23.89;21.08;99.2;94.7;70.6;17.29;2.03;3.43;11.68
2022-12-05;28.58;23.7;21.41;97.7;97.7;65.73;15.46;2.13;3.36;10.67
2022-12-04;31.17;24.43;21.41;94.3;94;47.35;20;1.89;4.49;0
2022-12-03;30.89;25;20.68;94.4;90.6;51.69;22.57;2.33;4.85;0
2022-12-02;29.42;24.57;21.63;99.7;87.1;65.14;19.86;1.22;3.82;0
2022-12-01;30.31;23.64;20.94;99.6;99.6;64.6;15.18;0.46;2.99;36.32
2022-11-30;30.45;24.51;20.43;100;94.9;57.74;17.11;0.24;3.12;0
2022-11-29;27.97;22.5;20.64;100;98.3;72.8;11.69;0.86;2.39;19.81
2022-11-28;25.07;22.57;20.84;99.9;99.9;86.8;3.41;0.37;0.99;28.96
2022-11-27;28.16;23.95;20.63;99.9;98.5;72.8;11.17;0.35;2.22;19.3
2022-11-26;31.74;26.34;21.91;94.5;85.9;52.15;19.11;0.34;3.54;0
2022-11-25;29.91;25.37;22.34;94.4;94;60.44;12.5;0.92;2.78;0
2022-11-24;32.95;26.19;20.63;89.6;74.3;46.42;23.46;1.04;4.57;0
2022-11-23;31.05;25.68;21.97;90.8;80.2;50.59;2.61;1.73;2.15;0
2022-11-22;32.37;26.4;21.92;84;77.2;42.91;23.13;1.82;5.06;0
2022-11-21;31.81;25.63;21.27;92;80.9;47.91;22.37;1.64;4.67;0
2022-11-20;30.64;25.37;21.83;95.4;77.9;56.2;16.43;1.08;3.45;5.08
2022-11-19;28.77;24.6;20.76;97;87.9;68.63;11.26;1.24;2.52;7.11
2022-11-18;31.05;25.77;21.4;93.1;78.6;53.26;19.33;0.87;3.79;0
2022-11-17;32.74;26.65;21.55;90.2;83;48.97;25.4;1.13;4.89;0
2022-11-16;32.39;26.42;20.94;88.1;83.6;48.29;24.45;1.23;4.77;0
2022-11-15;33.16;26.68;21.79;94.6;78.8;49.08;19.54;0.87;3.98;0
2022-11-14;32.3;25.83;20.97;93.3;89.6;47.19;18.85;0.85;3.8;0
2022-11-13;32.42;26.34;22.35;95;82.8;49.1;18.6;1.28;4.05;0.51
2022-11-12;33.14;26.93;22.49;90.4;83.8;49.81;22.91;1.39;4.77;0
2022-11-11;32.85;25.53;19.2;95.4;85;42.31;24.04;1.29;4.74;0
2022-11-10;31.34;25.16;21.04;95.7;88.3;49.11;22.27;1.46;4.48;0
2022-11-09;32.37;25.56;21.27;95.2;79.9;47.35;18.69;1.45;4.13;0
2022-11-08;29.63;24.48;20.54;91.3;91;60.76;16.29;2.54;3.81;0
2022-11-07;31.21;25.31;20.8;90.9;74.7;51.14;21.24;1.98;4.57;0
2022-11-06;27.38;22.92;19.97;99.2;85.4;66.71;13.21;2.59;2.98;24.13
2022-11-05;28.13;23.35;20.8;98.7;87.7;66.02;14.19;1.86;3.04;0.25
2022-11-04;23.63;21.74;20.06;99.9;98.3;90.8;4.93;0.48;1.16;66.8
2022-11-03;33.44;26.61;20.88;98.8;98.8;49.04;23.78;1.22;4.73;31.75
2022-11-02;33.92;27.16;23.75;94.2;81.7;46.57;18.95;0.83;4;0
2022-11-01;34.58;27.95;22.48;92.5;92;41.38;24.17;1.71;5.34;1.52
2022-10-31;34.74;27.71;21.47;78.3;63.98;39.63;24.72;1.17;5.2;0
2022-10-30;35.06;27.79;21.33;84.3;64.66;33.42;25.46;1.81;5.88;0
2022-10-29;34.34;27.33;21.14;83.5;68.39;38.22;23.77;2.27;5.86;0
2022-10-28;33.23;26.65;22;86;72.2;45.26;17.65;2.22;4.77;0
2022-10-27;31.54;24.91;22.25;94.7;77.8;53.2;13.22;1.78;3.52;5.59
2022-10-26;28.38;24.33;21.22;98.4;88.3;67.05;11;1.66;2.64;4.83
2022-10-25;34.66;28.13;21.5;98.1;97.6;40.38;18.36;2.64;5.24;1.02
2022-10-24;36.11;29.32;23.2;73.4;67.46;34.87;24.02;2.38;6.42;0
2022-10-23;34.07;28.03;22.29;79.9;59.5;39.67;19.87;1.55;4.83;0
2022-10-22;35.27;28.29;21.36;80.6;63.94;31.38;25.58;2.37;6.44;0
2022-10-21;34.88;27.38;20.47;77.8;60.91;32.3;25.88;2.75;6.71;0
2022-10-20;33.71;27.1;21.65;77.4;63.06;35.17;24.75;2.83;6.43;0
2022-10-19;34.06;27.82;23.15;72;66.03;36.19;22.25;3.27;6.6;0
2022-10-18;34.25;27.26;21.15;78.9;67.76;30.41;24.52;2.9;6.63;0
2022-10-17;34.01;26.7;18.78;84;64.01;28.28;24.55;2.66;6.37;0
2022-10-16;34.65;26.79;19.86;81.1;53.01;22.58;25.19;2.82;6.86;0
2022-10-15;34.29;26.66;18.35;84.8;64.87;26.15;26.06;3;6.87;0
2022-10-14;33.4;26.54;21.22;80.3;58.99;34.18;22.09;3.59;6.57;0
2022-10-13;34.15;26.69;18.54;89;74;32.81;25.43;3.13;6.62;0
2022-10-12;32.26;26.03;20.21;95.3;65.64;37.69;21.46;3.51;5.85;0
2022-10-11;33.95;27.35;22.35;77.6;74;32.05;23.61;3.82;7.12;0
2022-10-10;34.51;28.13;23.72;74.9;69.03;31.78;17.95;3.32;6.33;0
2022-10-09;34.72;28;21.75;79.3;67.47;30.85;22.68;3.24;6.73;0
2022-10-08;37.02;28.49;18.38;94.6;59.16;25.74;25.41;1.77;6.01;0
2022-10-07;33.53;27.09;22.54;76;70.9;42.6;23.36;2.12;5.6;0
2022-10-06;35.5;27.73;22.56;83.2;65.4;25.19;23.16;1.9;5.83;0
2022-10-05;35.56;28.26;22;82.8;64.47;25.53;25.13;2.22;6.35;0
2022-10-04;35.93;26.69;18.12;82.2;57.96;22.14;26.04;1.38;5.56;0
2022-10-03;34.65;26.38;19.7;79.1;52.41;23.13;25.87;1.81;5.9;0
2022-10-02;34.67;26.77;17.74;87;57.46;23.71;25.89;2.15;6.15;0
2022-10-01;32.63;25.98;18.39;83.5;65.94;37.33;25.25;3.17;6.26;0
2022-09-30;34.88;26.6;18.59;84.4;61.75;21.73;25.21;2.72;6.68;0
2022-09-29;34.41;26.75;17.93;88.5;57.18;30.06;24.56;1.92;5.61;0
2022-09-28;34.4;26.51;17.91;87.1;67.01;24.57;24.75;2.46;6.21;0
2022-09-27;33.5;25.79;18.8;83.4;60.72;28.41;23.64;2.36;5.84;0
2022-09-26;32.41;25.55;18.71;87.3;57.71;30.73;10.22;2.34;4.25;0
2022-09-25;33.9;27.21;22.1;79.2;65.32;25.09;22.76;3.3;6.77;0
2022-09-24;35.84;28.71;21.5;85.6;69.41;38.08;21.54;1.65;5.15;0
2022-09-23;36.77;28.23;19.53;85.3;67.15;31.19;23.18;0.79;4.58;0
2022-09-22;35.11;27.1;19.23;89.8;57.58;28.04;23.38;1.37;5.06;0
2022-09-21;35.34;27.06;18.61;86.7;56.66;25.85;10.84;1.48;3.88;0
2022-09-20;32.22;25.69;19.34;92.1;68.78;38.06;23.28;2.14;5.18;0
2022-09-19;33.24;25.39;19.35;88.6;88.5;35.16;22.57;3.27;6.08;0
2022-09-18;33.32;25.95;19.13;83.7;72.7;25.28;23.71;2.78;6.2;0
2022-09-17;33.88;25.73;18.03;90.1;66.06;25.73;23.95;2.04;5.58;0
2022-09-16;33.67;26.16;20.89;90;64.63;29.53;20.69;2.16;5.29;0
2022-09-15;35.17;26.47;18.37;94.8;64.96;31.24;23.33;1.63;5.2;0
2022-09-14;33.64;25.09;16.75;97.7;81.8;34.88;21.24;1.62;4.69;0
2022-09-13;31.18;24.08;17.52;88.3;80.6;39.27;18.45;2.12;4.49;0
2022-09-12;33.03;25.1;19.3;86.6;61.72;26.53;23.41;2.63;5.91;0
2022-09-11;32.46;24.62;17.39;96.8;61.94;29.49;20.93;1.81;4.76;0
2022-09-10;33.18;24.93;19.65;88.6;78.7;37.53;19.19;2.45;5.07;0
2022-09-09;30.8;24.04;19;93.6;81.1;47.29;20.73;3.3;4.99;0
2022-09-08;31.88;24.51;19.35;87.5;87.4;35.41;19.41;3.47;5.64;0
2022-09-07;31.6;24.7;17.55;88.7;68.62;33.85;22.91;3.44;5.91;0
2022-09-06;31.09;24.06;17.58;86.6;73.9;36.91;21.73;3.54;5.7;0
2022-09-05;30.26;23.84;17.31;89;72.9;43.54;21.96;3.24;5.16;0
2022-09-04;30.25;24.15;18.89;92.9;74.2;44.58;16.16;2.81;4.32;0
2022-09-03;32.42;24.31;18.72;91.5;86.7;41.01;18.9;2.94;5.06;0
2022-09-02;30.56;23.77;18.32;95.7;84.4;44.42;14.53;2.89;4.18;0
2022-09-01;28.47;21.91;17.2;89.3;86.7;49.49;16.91;3.98;4.52;0
2022-08-31;27.14;21.43;17.14;95.8;80.7;50.05;20.04;4.38;4.56;0
2022-08-30;31.68;24.41;19.04;87;85.1;34.18;21.75;4.41;6.35;0
2022-08-29;32.43;25.1;18.06;92.1;63.6;33.32;22.1;2.61;5.35;0
2022-08-28;31.86;24.93;19.2;84.2;74.5;35.93;19.81;2.17;4.78;0
2022-08-27;31.32;24.31;17.89;90.5;73.3;31.83;21.93;3.06;5.51;0
2022-08-26;30.94;23.27;16;92.2;76.8;34.77;19.39;3.54;5.4;0
2022-08-25;30;23.04;17.31;90.8;69.45;39.76;19.37;2.97;4.79;0
2022-08-24;30.1;23.68;18.99;87.9;79;46.31;14.5;3.6;4.51;0
2022-08-23;29.73;23.48;19.05;86.5;79.8;47.35;15.32;3.53;4.48;0
2022-08-22;29.08;23.17;18.55;89.2;83;44.59;17.97;3.42;4.63;0
2022-08-21;27.88;22.11;17.57;91.5;84.5;53.71;13.75;3.47;3.75;0
2022-08-20;30.26;23.19;14.41;96.9;84.8;34.49;18.54;3.12;4.9;0
2022-08-19;30.49;22.94;17.26;91.3;78.3;43.05;16.98;2.69;4.34;0
2022-08-18;30.89;23.82;16.38;93.8;68.51;38.1;18.83;2.57;4.59;0
2022-08-17;31.53;24;17;96.7;76.3;38.33;17.35;2.57;4.49;0
2022-08-16;28.66;23.17;18.66;87.2;79.8;54.44;15.71;3.82;4.18;0
2022-08-15;28.36;22.11;18.21;96.2;85.3;55.61;12.02;3.31;3.41;0
2022-08-14;26.41;21.74;17.74;93.5;91.4;62.86;11.36;2.78;2.82;0
2022-08-13;32.11;24.31;17.47;92.8;76.8;32.92;15.95;3.11;5.01;0
2022-08-12;32.97;25.34;14.71;92.6;68.08;31.62;19.3;2.32;4.86;0
2022-08-11;35.15;24.22;14.5;96.2;59.03;26.06;19.6;0.55;3.3;0
2022-08-10;31.92;22.51;16.95;98.8;67;33.33;16.93;1.04;3.39;0
2022-08-09;31.76;23.35;16.44;89.1;78.1;27.39;19.68;1.85;4.44;0
2022-08-08;29.97;23.14;17.91;94.7;74.6;46.25;12.93;2.09;3.4;0
2022-08-07;32.32;24.84;18.75;93.7;87.4;37.71;17.51;2.82;4.76;0
2022-08-06;32.98;24.18;15.16;95.6;76.3;30.73;18.82;1.97;4.49;0
2022-08-05;31.86;24.03;17.85;98;82;42.47;14.37;2.12;3.78;0
2022-08-04;28.47;24.17;21.1;88.3;88.3;52.13;10.88;2.37;3.17;0
2022-08-03;31.61;25.05;18.53;84.2;71.9;42.86;15.75;2.79;4.45;0
2022-08-02;31.3;24.32;16.54;92.4;64.7;38.12;18.84;2.6;4.57;0
2022-08-01;31.26;24.58;17.39;95;71;37.76;19.3;2.87;4.75;0
2022-07-31;33.56;26.04;20.52;90.9;66.61;33.75;17.67;2.09;4.48;0
2022-07-30;34.66;25.49;18.87;95.7;74.6;28.72;17.77;1.23;3.83;0
2022-07-29;32;23.79;16.5;97.3;83.2;42.56;18.81;1.21;3.53;0
2022-07-28;30.35;23.12;17.19;96.8;81.8;42.41;17.68;2.25;3.94;0
2022-07-27;29.1;22.55;17.93;95.2;83.8;47.19;15.11;2.71;3.72;0
2022-07-26;27.83;22.35;18.05;98.8;94.9;55.47;14.43;2.7;3.24;0
2022-07-25;29.42;22.71;14.69;97.8;90.9;41.35;18.32;2.89;4.21;0
2022-07-24;30.82;23.45;17.84;93.5;81.4;37.49;14.16;2.41;3.94;0
2022-07-23;30.2;22.91;17.4;92.7;82;46.22;17.23;2.48;3.94;0
2022-07-22;29.18;22.62;17.55;96.1;85.4;44.86;13.9;2.59;3.6;0
2022-07-21;29.57;23.62;19.44;87.7;85.7;44.72;16.13;3.36;4.35;0
2022-07-20;28.37;22.14;14.77;96.3;81.8;59.1;13.89;2.78;3.15;0
2022-07-19;29.17;22.8;18.4;98.5;71;44.84;14.52;2.65;3.64;0
2022-07-18;30.45;22.89;15.91;90.5;89.4;39.6;14.46;2.53;3.96;0
2022-07-17;29.78;22.59;15.74;93.5;73.4;51.26;17.89;2.8;3.91;0
2022-07-16;29.8;22.26;16.52;96.6;84.1;46.77;13.24;1.94;3.19;0
2022-07-15;29.64;22.44;14.95;98.7;79.8;38.01;18.9;2.13;3.88;0
2022-07-14;29.7;23.47;18.54;93.9;86.4;50.28;16.72;2.86;3.87;0
2022-07-13;25.94;22.32;19.96;98.1;86.3;76.7;12.29;3.07;2.36;0
2022-07-12;32.47;23.67;16.34;98;86.9;39.51;15.56;1.96;3.78;0
2022-07-11;30.1;22.46;15.28;98.6;78.6;40.12;14.14;1.65;3.2;0
2022-07-10;29.18;22.91;19.53;92.8;85.9;50.08;12.27;3.18;3.6;0
2022-07-09;29.96;22.85;16.79;97;76.9;44.88;15.07;2.88;3.87;0
2022-07-08;29.08;22.45;17.54;97.7;93.8;57.76;15.11;3.16;3.45;0
2022-07-07;28.14;23.68;19.29;92.2;72.3;53.74;10.06;3.44;3.29;0
2022-07-06;30.2;23.49;17.57;94.8;79.8;45.24;13.13;3.02;3.83;0
2022-07-05;29.26;22.92;18.3;95.5;88.9;43.05;12.92;2.53;3.51;0
2022-07-04;27.15;23.07;17.19;94.4;69.79;53.8;10.47;3.11;3.06;0
2022-07-03;30.17;23.17;17.64;96.3;84.6;44.04;14.71;3.55;4.22;0
2022-07-02;28.52;23.33;21;91.7;83.3;56.71;10.59;3.72;3.37;0
2022-07-01;28.88;22.99;16.21;92.8;72.7;53.44;13.71;2.59;3.29;0
2022-06-30;29.12;22.14;16.6;95.7;89.1;44.97;14.89;1.74;3.09;0
2022-06-29;30.22;22.09;15.01;97.3;81.5;41.76;17.9;1.25;3.11;0
2022-06-28;29.5;22.92;18.21;95.3;82.9;45.69;15.92;3.31;4;0
2022-06-27;28.82;22.8;18.17;93;83.7;52.84;15.12;3.41;3.7;0
2022-06-26;29.16;23.1;18.91;89.4;78.8;48.5;14.43;2.51;3.49;0
2022-06-25;30.17;23.13;16.63;97.7;83.7;45.33;15.5;2.12;3.42;0
2022-06-24;29.8;23.61;19.06;97.5;87;50.03;9.57;2.3;2.89;0
2022-06-23;28.84;23.62;20.26;93.1;91.2;58.31;9.53;2.44;2.72;0
2022-06-22;30.33;23.96;18.19;98.9;75;43.12;15.21;2.18;3.49;0
2022-06-21;27.42;22.1;19.41;98.5;96.5;66.6;12.99;2.89;2.72;0
2022-06-20;28.88;23.54;18.28;91.9;90;55.01;13.87;2.98;3.4;0
2022-06-19;32.64;25.16;18.57;89.6;77.5;31.69;18.56;2.17;4.31;0
2022-06-18;30.94;23.13;16.61;95.8;81.5;48.04;16.21;1.47;3.14;0
2022-06-17;29;22.4;16.48;97.4;86.9;46.45;16.51;1.49;3.03;0
2022-06-16;28.58;22.69;17.82;90.6;80;48.09;16.58;2.87;3.74;0
2022-06-15;27.98;23.4;20.58;87.3;77.1;54.6;9.95;3.8;3.45;0
2022-06-14;31.33;24.83;19.45;94.9;80.5;44.15;17.37;2.46;3.97;0
2022-06-13;31.62;24.65;18.17;97.2;79.4;47.7;15.38;0.8;2.72;0
2022-06-12;31.66;25.29;20.92;98.7;87.5;47.96;12.91;0.72;2.48;0
2022-06-11;31.84;25.19;20.36;92.9;84.3;47.69;15.66;1;2.96;0
2022-06-10;30.22;23.94;17.56;98;85.6;50.22;15.75;1.42;3;0
2022-06-09;31.42;24.13;17.71;98.8;81.4;42.32;16.26;1.52;3.3;0
2022-06-08;31.95;23.34;15.74;96.5;86.3;40.47;18.03;1.03;3.13;0
2022-06-07;29.82;22.53;17.06;98.1;88.5;46.58;17.57;1.21;3.04;0
2022-06-06;26.98;21.93;18.09;92.7;92.7;54.57;17.49;3.18;3.56;0
2022-06-05;26.23;22.01;18.26;97.2;85.4;69.71;9.88;2.78;2.27;0
2022-06-04;29.88;24.06;19.6;97.6;80;47.82;17.13;1.96;3.47;0
2022-06-03;31.16;24.85;20.51;97.3;93.9;46.44;14.65;1.89;3.37;0
2022-06-02;30.19;24.93;21.48;91;90.9;58.14;14.56;1.67;3.06;0
2022-06-01;29.8;24.31;19.41;99.1;89;51.29;17.16;1.98;3.4;0.25
2022-05-31;28.85;23.16;20.93;98.5;96.9;69.33;8.96;1.15;1.98;11.43
2022-05-30;30.73;23.56;20.42;98.1;97.2;57.27;12.02;1.29;2.62;0
2022-05-29;30.13;24.72;20.19;93.6;83.7;54.52;12.18;1.01;2.52;0
2022-05-28;29.6;23.46;17.95;96.7;81.9;48.66;16.98;2.13;3.53;0
2022-05-27;29.4;23.79;19.89;93.9;88.9;48.71;14.81;3.18;3.86;0
2022-05-26;27.55;23.22;20.41;96.2;86.2;62.07;9.97;3.14;2.77;0
2022-05-25;28.06;22.37;19.06;97;95.6;67.29;6.62;3.09;2.29;1.27
2022-05-24;28.46;23.33;17.84;98.8;80.4;53.63;11.09;2.46;2.93;0
2022-05-23;27.49;22.38;18.75;95.4;95.2;60.55;10.48;2.2;2.58;0
2022-05-22;29.27;23.31;17.96;98.1;85.6;51.91;12.62;2.06;3.02;0
2022-05-21;26.88;22.76;20.04;99.9;88.7;66.55;11.83;2.06;2.46;0.25
2022-05-20;25.15;21.83;21;99.9;99.9;79.2;4.03;0.96;1.14;29.97
2022-05-19;31.53;25.98;22.79;97.4;85;55.54;14;1.21;2.97;1.02
2022-05-18;35.4;27.14;20.05;94.6;92.9;41.99;18.4;0.25;2.99;0
2022-05-17;34.27;26.37;21.65;92.1;83.4;48.34;15.56;0.45;2.87;0
2022-05-16;32.11;26.06;21.1;94.4;75.2;50.89;14.77;1.08;3.06;0
2022-05-15;31.19;25.09;18.45;96.5;88.1;54.1;13.3;1.17;2.8;0
2022-05-14;32.36;25.74;19.77;93.5;74.9;40.88;17.38;2.14;4.15;0
2022-05-13;34;27.09;22.27;82.4;65.99;37.16;18.31;2.13;4.63;0
2022-05-12;33.18;26.29;20.08;95.9;72.1;41.33;19.18;1.26;3.8;0
2022-05-11;29.76;23.97;20.18;95.3;80.6;55.2;12.71;1.54;2.86;0
2022-05-10;29.95;24.4;20.08;93.4;89.4;54.17;14.92;2.42;3.53;0
2022-05-09;29.92;24.56;20.14;91.9;86.3;52.6;11.69;2.53;3.33;0
2022-05-08;31.4;24.99;19.52;91.4;77.5;47.42;16.35;2.22;3.91;0
2022-05-07;31.69;24.95;18.45;95;70.3;39.95;18.11;2.23;4.23;0
2022-05-06;32.97;25.91;20.71;93.8;79.2;42.05;17.86;1.85;4.11;0
2022-05-05;33.4;26.14;19.94;98.5;80.9;39.21;16.42;1.36;3.65;0
2022-05-04;32.72;25.48;21.32;95.4;92.8;46.9;15.69;1.87;3.78;0
2022-05-03;30.27;25.21;20.56;91.3;85.2;60.84;11.7;1.64;2.81;0
2022-05-02;32.25;25.55;19.01;97.3;82.3;45.03;17.31;1.66;3.78;0
2022-05-01;32.29;24.74;17.32;98.7;75.3;41.1;15.81;1.98;3.89;0
2022-04-30;30.68;24.26;17.74;98.7;80.3;49.81;14.1;1.64;3.21;0
2022-04-29;31.96;24.73;19.02;99.2;85;42.59;15.53;1.73;3.66;0
2022-04-28;29.61;24.15;20.24;95.8;95.8;59.16;13.72;2.77;3.39;0
2022-04-27;32.24;25.55;20.02;91.3;80;46.1;15.74;2.25;4.05;0
2022-04-26;32.31;25.62;20.75;92.6;80.6;41.23;16.71;2.55;4.46;0
2022-04-25;32.82;25.16;19.07;97.6;90.7;44.18;16.25;2.44;4.25;0
2022-04-24;32.48;26.39;22.03;94.4;79.1;51.65;18.01;2.04;4.11;0
2022-04-23;32.87;26.22;21.04;96.6;87.9;47.34;19;1.37;3.93;0
2022-04-22;31.9;25.85;20.6;98.1;83.1;51.33;16.18;1.35;3.45;0
2022-04-21;32.43;25.98;21.08;98.6;88.9;45.22;20.82;1.75;4.34;0
2022-04-20;30.08;24.95;21.42;98.1;91.6;59.83;18.31;2.64;3.9;0.25
2022-04-19;29.23;24.53;20.66;97.3;92;61.83;13.69;2.19;3.12;0
2022-04-18;29.59;23.9;20.61;96.4;94.5;65.14;11.62;2.15;2.83;3.05
2022-04-17;32.29;26.51;22.93;96;82.6;53.77;17.63;1.65;3.88;0
2022-04-16;31.56;25.2;23.19;97.6;95.4;59.73;11.73;0.58;2.5;11.94
