Nome: PETROLINA (BEBEDOURO)
Codigo Estacao: V001
Latitude: -0.38833333
Longitude: -0.52333332
Altitude: 72.72
Situacao: Operante
Data Inicial: 2022-01-01
Data Final: 2022-07-31
Periodicidade da Medicao: Diaria

Dia;Ta (max)(ÂºC);Ta (med)(ÂºC);Ta (min)(ÂºC);Ur (max)(%);Ur (med)(%);Ur (min)(%);Rg (MJ-m²);Vv (m-s);ETo (mm);Prec (mm)
2015-08-06;30.89;24.82;21.18;75.9;60.44;31.06;13.07;3.17;5.18;0
2015-08-05;30.61;23.41;16.62;90;55.2;24.6;16.67;1.62;4.19;0
2015-08-04;30.23;23.44;17.23;86.8;53.18;24.61;17.43;2.23;4.77;0
2015-08-03;29.32;23.39;16.79;87.4;59.85;33.34;17.01;3;4.9;0
2015-08-02;29.92;23.87;19.18;76.2;54.6;26.9;15.05;3.49;5.57;0
2015-08-01;30.17;23.76;16.03;87.6;55.42;28.22;17.88;3.08;5.31;0
2015-07-31;29.12;24.07;18.97;81.1;56.15;39.02;13.6;3.49;4.75;0
2015-07-30;29.42;23.98;18.43;93.5;58.39;31.34;15.67;3.57;5.05;2.54
2015-07-29;30.7;24.55;18.75;81.4;54.21;29.65;15.44;3.08;5.19;0
2015-07-28;30.67;25.02;20.1;76.5;55.16;32.55;14.29;3.33;5.25;0
2015-07-27;30.9;25.47;20.39;78.7;51.06;26.9;14.85;3.28;5.45;0
2015-07-26;29.99;23.71;18.5;85.7;63.91;37.56;14.27;2.91;4.53;0
2015-07-25;29.63;23.3;17.5;90.9;61.63;33.72;13.83;2.43;4.17;0
2015-07-24;27.84;23.16;19.54;89.3;69.01;46.62;7.62;2.7;3.19;0
2015-07-23;29.03;23.6;18.15;85.9;63.2;41.22;11.94;3.08;4.16;0
2015-07-22;30.24;23.92;18.13;83.4;54.54;30.91;16.43;2.57;4.74;0
2015-07-21;29.52;23.35;16.93;87.4;57.53;33.25;15.84;2.2;4.22;0
2015-07-20;29.25;23.45;18.03;83.6;59.23;33.04;14.23;3;4.65;0
2015-07-19;28.92;23.13;15.49;84.9;54.19;31.69;14.89;2.44;4.3;0
2015-07-18;29.08;23.26;18.46;82.8;57.09;29.27;15.07;3.54;5.18;0
2015-07-17;28.76;23.57;18.21;85.1;57.13;32.77;11.94;3.04;4.4;0
2015-07-16;29.64;23.41;18.18;91.2;61.65;29.04;14.97;4.14;5.45;0.25
2015-07-15;29.22;23.56;19.79;77.8;62.69;39.16;13.56;3.68;4.88;1.27
2015-07-14;29.71;24.26;19.17;83;55.09;31.09;14.87;3.43;5.1;1.27
2015-07-13;29.72;24.5;19.49;87.8;60.56;37.99;13.05;2.91;4.29;0
2015-07-12;29.37;23.4;18.39;85.4;55.61;28.87;10.66;2.16;3.83;0
2015-07-11;29.97;24.44;18.78;85.4;55.81;28.87;15.9;2.84;4.85;0
2015-07-10;29.14;23.53;18.3;90.4;62.77;37.36;14.19;2.46;4.03;0
2015-07-09;28.43;23.41;19.12;89.7;66.96;42.26;14.73;2.69;4.01;0
2015-07-08;27.01;22.47;18.65;92.4;72.87;49.18;10.04;2.53;3.12;0
2015-07-07;28.24;23.07;17.97;86.2;65.72;41.73;10.66;2.55;3.61;0
2015-07-06;29.12;23.75;19.47;88.4;63.71;36.29;14.71;2.8;4.34;0
2015-07-05;28.61;22.88;20.26;92.3;77.34;48.36;7.35;2.04;2.76;6.6
2015-07-04;29.54;24.34;19.32;88;64.83;42.13;12.44;2.38;3.76;0
2015-07-03;27.72;23.67;20.02;82.9;66.55;49.09;8.03;2.35;3.06;0
2015-07-02;26.77;23.27;19.1;82.4;63.75;46.66;8.71;2.91;3.41;0
2015-07-01;27.98;23.5;19.77;83.5;63.41;41.43;9.95;3.12;3.9;0
2015-06-30;28.01;23.31;19.56;84.8;68.23;46.53;8.95;2.99;3.53;0
2015-06-29;27.03;22.66;17.35;90.8;65.38;43.3;9.3;2.23;3.07;0
2015-06-28;25.65;21.48;17.16;89.7;71.88;53.2;7.88;2.45;2.69;0
2015-06-27;26.15;20.74;16.14;93.7;74.02;46.02;9.62;2.93;3.23;0
2015-06-26;26.45;21.26;17.56;91.6;74.01;47.37;8.45;2.83;3.11;0.25
2015-06-25;25.94;22.09;18.99;86.5;73.01;51.73;6.33;2.62;2.75;0.25
2015-06-24;27.91;22.68;19.29;88.4;72.93;51.14;9.44;2.15;2.94;0
2015-06-23;26.83;22.18;17.68;88.5;69.83;49.15;9.33;2.12;2.88;0
2015-06-22;28.34;23.29;19.55;84.1;63.7;43.14;11.48;2.34;3.54;0
2015-06-21;28.8;23.71;18.66;91;60.01;34.01;13.42;3.4;4.52;0
2015-06-20;29.24;24.46;20.31;80.9;59.22;33.37;12.15;3.43;4.73;0
2015-06-19;29.79;24.01;20.08;79.4;60.13;34.58;14.63;2.41;4.3;0
2015-06-18;29.79;23.88;16.63;91.5;61.4;36.3;15.22;2.32;4.07;0
2015-06-17;29.8;24.3;18.32;89.3;57.02;28.77;15.53;3.21;4.94;0
2015-06-16;31.87;25.45;18.64;92;58.79;29.99;16.34;2.5;4.7;0
2015-06-15;30.28;24.89;21.46;84.8;64.5;40.52;9.97;2.1;3.47;0
2015-06-14;29.43;24.16;19.81;89;68.74;44.3;10.85;2.19;3.39;0
2015-06-13;30.09;24.85;19.88;81.8;59.81;36.34;12.36;2.1;3.83;0
2015-06-12;30.27;24.24;18.14;90.9;63.37;36.66;11.72;2.3;3.8;0
2015-06-11;29.99;24.4;20.08;85.1;63.99;40.36;10.19;2.88;3.98;0
2015-06-10;30.43;24.88;20.01;81.7;58.72;31.26;13.4;2.5;4.39;0
2015-06-09;29.76;24.29;18.3;91.4;61.13;32.89;13.84;1.71;3.6;0
2015-06-08;28.04;23.12;19.01;92;70.07;43.71;9.8;2.11;3.1;0
2015-06-07;29.85;24.21;19.11;88.6;64.35;36.83;13.89;3.05;4.46;0
2015-06-06;29.45;23.93;18.93;88.6;65.78;39.18;12.59;2.71;4.02;0
2015-06-05;27.9;23.37;19.25;85.9;68.96;47.73;11;2.62;3.47;0.25
2015-06-04;29.56;23.89;20.5;84.8;66.95;36.54;9.03;2.95;4.01;0
2015-06-03;29.06;24.54;20.85;80.4;60.64;39.77;14.01;3.53;4.72;0
2015-06-02;29.75;24.45;19.93;87.7;64.33;38.47;12.6;2.56;4.01;0
2015-06-01;29.58;24.2;18.8;86.9;61.39;37.08;14.28;1.86;3.73;0
2015-05-31;28.49;24.52;20.4;82.8;63.13;43.82;13.93;3.17;4.25;0
2015-05-30;30.41;24.24;18.67;87.4;62.03;35.46;15.75;1.66;3.8;0
2015-05-29;28.86;22.85;16.92;90.3;64.8;39;14.49;1.28;3.19;0
2015-05-28;29.13;23.55;19.51;86.8;61.98;36.36;16.11;1.88;3.89;0
2015-05-27;28.27;23.68;20.82;84;67.94;46.25;9.79;2.49;3.4;0
2015-05-26;28.53;23.17;18.74;92.3;70.27;41.84;13.2;1.9;3.41;0
2015-05-25;25.17;21.42;19.56;88.9;80.64;66.27;9.63;1.44;2.24;3.81
2015-05-24;26.07;22;18.7;89.3;74.32;55.58;9.76;2.62;2.93;0
2015-05-23;24.89;21;18.65;92;79.51;61.89;6.19;3.06;2.41;0.76
2015-05-22;26.65;22.21;19.93;91.2;77.93;55.9;7.41;2.64;2.71;3.56
2015-05-21;29.06;24.29;20.8;82.2;66.33;45.74;12.85;3.03;4.12;0
2015-05-20;28.89;23.83;18.94;92.5;68.6;43.97;11.94;2.46;3.59;0
2015-05-19;26.32;21.91;18.38;93.5;77.31;58.85;9.05;2.68;2.74;3.56
2015-05-18;29.15;23.96;21.02;80.7;68.81;47.36;11.43;2.85;3.89;0
2015-05-17;30.36;23.68;17.95;94.3;68.74;33.87;15.41;2.67;4.47;0
2015-05-16;27.46;22.81;19.38;87.3;72.72;52.53;12.32;3;3.58;0
2015-05-15;29.84;23.81;20.32;86.3;69.82;38.95;14.77;3.28;4.69;0
2015-05-14;29.43;24.79;20.88;83.1;65.07;44.3;13.54;3.06;4.3;0
2015-05-13;31.13;25.74;20.78;79.7;56.43;32.07;14.82;1.8;4.11;0
2015-05-12;31.41;25.78;20.64;83.8;60.5;36.35;15.3;1.39;3.75;0
2015-05-11;30.96;24.95;20.03;91;63.62;34.52;16.48;1.23;3.69;0
2015-05-10;30.13;24.92;21.38;82.1;65.22;41.47;14.04;2.16;4.01;0
2015-05-09;28.97;24.92;22.31;75.8;63.61;46.22;12.52;2.67;4.06;0
2015-05-08;30.3;25.12;20.1;85.4;63.37;41.72;15.7;1.43;3.67;0
2015-05-07;28.81;23.63;19.82;89.4;70.9;46.07;14.24;1.15;3.14;0
2015-05-06;29.72;24.24;20.34;87.8;68.35;43.22;16.06;1.22;3.5;0
2015-05-05;28.54;23.63;20.42;87.2;71.04;46.61;12.33;1.26;3;0
2015-05-04;28.37;23.23;18.64;92.3;72.94;49.08;14.87;1.37;3.24;0.25
2015-05-03;30.04;23.27;19.84;94;75.83;46.03;12.83;1.83;3.43;30.23
2015-05-02;28.19;24.42;21.18;85.2;67.43;51.29;12.59;2.49;3.61;0
2015-05-01;29.98;25.37;21.36;81.2;63.72;42.7;15.87;2.29;4.3;0
2015-04-30;30.13;24.92;20.11;89.2;66.06;40.78;15.17;1.13;3.39;0
2015-04-29;29.97;25.01;20.24;87.3;64.66;40.92;16.43;1.53;3.81;0
2015-04-28;29.8;24.56;19.65;88.7;64.73;38.36;15.89;1.6;3.8;0
2015-04-27;29.87;24.78;21.09;87.6;70.34;46.01;15.2;1.47;3.58;0
2015-04-26;30.89;25.08;19.72;91.1;68.59;39.61;17.24;0.89;3.52;0
2015-04-25;30.57;24.79;20.71;91.1;72.11;45.3;14.56;0.79;3.1;0
2015-04-24;29.22;24.36;20.47;91.9;73.51;48.21;15.55;1.09;3.3;0
2015-04-23;30.5;24.81;20.3;90.9;71.68;46.88;16.98;1.38;3.75;18.03
2015-04-22;30.56;24.19;18.93;94.2;74.55;43.03;16.78;0.47;3.13;0
2015-04-21;26.3;21.63;14.4;95.2;83.39;59.03;11.31;1.08;2.41;33.53
2015-04-20;33.08;27.05;22.42;90.4;62.23;34.42;14.79;1.38;3.9;1.27
2015-04-19;33.06;27.19;21.19;80.1;56.71;34.61;16.46;1.72;4.45;0
2015-04-18;32.71;26.94;22.25;78.7;56.26;29.54;16.09;2.05;4.8;0
2015-04-17;33.15;26.88;21.64;81.7;54.43;28.48;18.68;1.55;4.66;0
2015-04-16;31.97;25.8;21.3;83.5;62.58;34.28;18.42;1.59;4.47;0
2015-04-15;31.74;26.14;22.44;80.9;61.68;36.18;17.07;2.15;4.74;0.76
2015-04-14;31.17;25.55;22.69;83.1;66.61;41.73;13.76;2.12;4.13;4.83
2015-04-13;30.19;25.47;20.64;88.9;66.9;45.68;15.46;1.91;3.93;0
2015-04-12;29.11;24.27;19.11;91.8;69.54;47.73;11.94;1.51;3.13;0
2015-04-11;29.33;24.77;21.09;93.6;71.95;51.17;15.7;2.62;4.03;11.68
2015-04-10;32.1;26.36;21.66;86;62.78;35.99;15.22;2.12;4.49;0
2015-04-09;30.74;25.44;21.21;87.1;65.13;36.89;14.28;1.98;4.12;0
2015-04-08;27.1;22.75;15.79;94.7;82.36;61.93;11.19;1.12;2.48;11.43
2015-04-07;30.93;24.7;21.72;92.5;77.45;46.68;12.31;0.95;3.01;0.76
2015-04-06;31.9;25.84;21.31;93.8;70.56;40.34;17.75;0.83;3.75;8.89
2015-04-05;33.24;26.73;22.94;83.9;64.65;35.14;14.05;1.6;4.12;0.76
2015-04-04;33.4;28.27;23.09;73.2;52.59;32.71;17.01;2.28;5.26;0
2015-04-03;34.45;27.73;21.9;76.3;45.28;21.73;20.06;1.62;5.22;0
2015-04-02;33.75;27.05;20.55;81.9;53.84;25.91;19.54;1.1;4.45;0
2015-04-01;33.95;27.02;21.65;72.3;49.91;23.8;19.88;1.33;4.84;0
2015-03-31;33.45;27.64;21.81;70.7;48.41;29.46;20.31;1.74;5.25;0
2015-03-30;33.99;28.38;23.83;73;52.45;27.66;17;2.01;5.24;0
2015-03-29;32.99;26.31;20.63;68.03;51.82;28.36;18.53;1.15;4.41;0
2015-03-28;32.25;27.13;22.93;79.1;58.07;36.89;15.97;1.98;4.65;0
2015-03-27;33.11;27.09;22.5;73.2;57.94;34.62;18.68;1.63;4.87;0
2015-03-26;32.06;26.46;22.05;76.4;60.62;36.66;19.23;1.56;4.73;0
2015-03-25;32.07;26.29;22.35;82.4;63.68;37.17;15.22;1.47;4.1;0
2015-03-24;30.86;25.15;21.38;93.1;71.08;44.09;14.49;1.02;3.42;0
2015-03-23;27.61;23.21;20.66;93;81.12;57.35;11.13;0.68;2.5;1.52
2015-03-22;27.89;23.57;20.06;93.9;79.76;54.99;10.27;1.02;2.56;1.52
2015-03-21;31.8;25.79;20.27;92.9;67.92;40.87;12.07;1.56;3.57;30.22
2015-03-20;33.99;27.96;22.65;72.1;46.51;22.71;18.65;2.03;5.59;0
2015-03-19;32.74;28;23.36;67.12;51.26;33.8;15.62;2.45;5.32;0
2015-03-18;32.19;28.01;23.74;66.66;51.32;36.16;14.29;2.46;5.07;0
2015-03-17;32.98;27.4;23.74;75.3;59.68;35.56;11.18;1.95;4.21;1.52
2015-03-16;34.84;28.62;22.42;69.06;45.61;26.51;16.8;1.86;5.26;0
2015-03-15;35.13;28.51;22.42;73.1;43.79;21.77;19.67;2.27;6.12;0
2015-03-14;35.13;28.55;22.57;74.7;47.64;19.74;20.17;2.54;6.49;0
2015-03-13;34.39;28.41;22.6;74.7;48.69;26.87;18.78;2.44;5.95;0
2015-03-12;34.29;28.23;22.03;69.77;44.89;25.75;19.85;1.85;5.55;0
2015-03-11;34.31;28.47;23.04;74.6;49.02;27.51;17.47;2.48;5.82;0
2015-03-10;33.91;28.07;23.08;81.1;56.96;32.78;14.53;2.05;4.81;0.25
2015-03-09;34.53;28.27;24.11;84.7;56.55;30.81;16.81;2.35;5.43;1.78
2015-03-08;34.07;28.39;22.42;72.6;48.34;27.16;18.54;2.45;5.92;0
2015-03-07;32.82;26.95;21.1;78.2;53.14;30.27;19.53;2.23;5.53;0
2015-03-06;32.53;27.4;22.44;83;57.97;34.99;17.63;2.72;5.46;0.25
2015-03-05;33.35;26.87;21.53;82.8;57.26;29.96;18.46;2.6;5.73;0.25
2015-03-04;32.48;26.84;21.56;74.4;49.38;29.45;20.08;2.2;5.61;0
2015-03-03;32.23;26.55;21.85;80.2;54.48;29.46;16.81;2.03;5;0
2015-03-02;29.96;25.09;21.64;90.6;67.93;43.29;11.04;1.62;3.36;0.51
2015-03-01;32.42;25.07;21.54;91;73.49;36.85;17.1;1.1;4.08;7.11
2015-02-28;32.82;27.16;22.26;84.4;60.55;34.49;19.55;1.2;4.6;0
2015-02-27;33.28;27.14;21.72;83.8;58.28;30.2;21.58;1.37;5.07;0
2015-02-26;31.82;26.54;22.63;78.3;58.69;33.41;20.63;2.25;5.55;0
2015-02-25;30.78;25.36;21.2;80.8;64.59;41.28;13.81;2.13;4.28;0
2015-02-24;28.28;23.47;20.42;88.7;75.25;52.38;9.02;1.59;2.82;0
2015-02-23;29;22.4;18.85;93.9;80.42;52.76;12.99;1.64;3.32;4.57
2015-02-22;28.51;22.3;19.34;92;80.42;57.14;8.87;1.63;2.68;12.19
2015-02-21;30.98;24.31;18.68;93.2;69.09;41.17;14.69;2.14;4.23;0.25
2015-02-20;31.18;24.44;19.69;91.9;68.4;36.63;12.72;1.15;3.43;5.33
2015-02-19;33.56;25.25;22.15;85.9;68.06;34.85;16.06;2.14;4.94;2.29
2015-02-18;34.26;27.25;24.1;75.8;59.56;31.66;13.84;2.86;5.6;8.64
2015-02-17;35.06;29.56;23.72;67.8;44.74;23.91;18.81;3.04;6.87;0
2015-02-16;35.01;28.36;21.95;81.7;51.49;24.72;20.85;2.51;6.35;0
2015-02-15;32.82;27.6;23.24;78.7;55.41;35.76;13.41;2.13;4.62;0
2015-02-14;33.06;28.15;23.19;60.23;46.04;30.3;16.03;1.7;4.91;0
2015-02-13;34.94;29.22;23.71;70.1;46.3;27.41;19.78;3.07;6.83;0
2015-02-12;34.87;28.74;23.12;73.2;47.81;25.31;19.28;2.75;6.48;0
2015-02-11;34.93;28.36;22.77;70.7;47.58;24.93;18.37;2.92;6.59;0
2015-02-10;34.49;28.3;22.33;73.1;47.41;27.03;20.59;2.64;6.43;0
2015-02-09;34.15;28.34;22.27;78.7;48.94;26.71;20.39;3.26;6.8;0.25
2015-02-08;34.28;29.11;23.71;71.5;43.51;24.9;18.32;2.48;6.09;0
2015-02-07;34.59;28.84;23.05;77.6;44.26;23.49;19.07;1.69;5.38;0
2015-02-06;32.67;26.86;21.17;89.4;57.7;32.88;15.49;1.11;3.95;0
2015-02-05;31.04;24.54;19.36;94.6;70.31;36.33;14.11;0.65;3.2;0
2015-02-04;24.69;21.97;20.27;94.2;89.32;73.4;3.52;0.53;1.19;11.94
2015-02-03;33.67;28.6;23.5;65.56;49.4;31.41;15.36;1.66;4.78;0.25
2015-02-02;33.62;28.07;21.98;71.6;49.13;30.48;18.22;2.01;5.4;0
2015-02-01;32.34;27.15;23.26;73.6;54.61;34.19;8.89;2.5;4.45;0
2015-01-31;34.6;28.63;23.71;73.6;51.5;30.02;17.04;2.27;5.63;0
2015-01-30;32.96;27.89;24.45;72.9;56.13;37.45;13.12;2.05;4.6;0
2015-01-29;34.47;28.15;22.01;73.2;45.12;25.24;17.42;2.41;5.92;0
2015-01-28;35.09;28.43;22.14;71.6;45.5;21.8;23.69;2.73;7.15;0
2015-01-27;34.54;28.15;21.87;71.4;47.25;25.76;19.44;2.17;5.93;0
2015-01-26;33.95;27.58;22.4;74.8;52.19;29.06;16.02;1.77;4.96;0.25
2015-01-25;31.97;26.53;22.18;82.2;60.92;36.21;12.04;2.54;4.61;0
2015-01-24;34.46;27.51;21.36;80.6;54.04;27.41;16.65;2.61;5.83;0
2015-01-23;32.86;27.02;21.25;91.5;52.66;25.44;17.88;2.01;5.18;0.25
2015-01-22;33.48;26.22;21.26;90.6;64.13;33.66;12.92;2.22;4.59;8.89
2015-01-21;32.9;28.14;23.08;70.5;47.92;31.06;16.81;2.5;5.62;0
2015-01-20;34.61;28.51;22.41;68.09;43.94;25.6;19.98;2.27;6.16;0
2015-01-19;34.56;28.87;22.74;70;44.24;25.83;21.13;2.86;6.82;0
2015-01-18;34.91;29.15;22.3;68.27;42.52;24.65;20.1;2.65;6.61;0
2015-01-17;35.06;28.97;22.17;64.26;42.36;25.23;22.05;2.81;7.04;0
2015-01-16;33.2;27.5;22.29;72.4;46.41;27.79;18.91;2.66;6.09;0
2015-01-15;33.62;27.81;21.92;71.9;47.07;28.5;17.63;2.79;6.1;0
2015-01-14;34.32;28.19;22.11;69.33;45.01;22.95;20.42;3.09;7;0
2015-01-13;33.94;28.13;22;73.4;45.81;25.11;18.37;3.32;6.77;0
2015-01-12;34.01;28.68;24.34;68.39;45.63;25.39;17.53;3.23;6.72;0
2015-01-11;34.2;28.4;22.72;73.4;48.56;27.75;18.8;3.35;6.79;0
2015-01-10;33.04;27.49;21.54;74.1;49.45;31.92;21.01;3.43;6.73;0
2015-01-09;33.15;27.23;20.73;80.1;51.17;27.79;21.17;2.89;6.4;0
2015-01-08;32.9;26.51;22.8;74.6;57.33;30.95;13.99;2.69;5.37;0
2015-01-07;33.4;27.25;22.39;73;52.34;29.7;15.42;2.9;5.84;0
2015-01-06;32.59;27.3;23.65;68.05;52.62;33.6;20.14;2.68;6.11;0
2015-01-05;32.91;26.47;21.2;72.1;53.47;30.86;15.74;1.47;4.5;0
2015-01-04;31.68;26.53;19.47;63.97;46.48;33.14;20.06;1.96;5.36;0
2015-01-03;32.91;27.13;21.52;72;50.24;30.06;20.26;2.08;5.64;0
2015-01-02;31.97;26.38;21.02;80.7;56.71;35.61;14.34;1.7;4.29;0
2015-01-01;31.74;26.41;21.42;73.9;55.44;34.93;17.21;2.3;5.2;0
2014-12-31;32.37;26.91;21.93;77.2;55.86;35.9;18.36;1.67;4.88;0
2014-12-30;33.46;26.59;18.67;85.3;54.98;29.4;21.96;1.63;5.39;0
2014-12-29;32.36;25.32;19.46;80.9;55.36;26.4;21.57;1.82;5.49;0
2014-12-28;29.6;24.41;19.93;81.6;61.7;40.39;13.77;2.08;4.18;0
2014-12-27;29.77;24.65;20.25;80.4;57.91;36.34;18.87;2.79;5.36;0
2014-12-26;27.82;24.02;20.45;75.2;64.22;47.46;10.08;2.8;3.92;0
2014-12-25;30.4;25.74;21.36;77.7;58.34;38.99;13.94;2.8;4.85;0
2014-12-24;30.89;25.17;20.56;85;62.98;32.72;16.62;1.99;4.72;0
2014-12-23;30.64;24.72;21.19;83.6;66.57;40.88;16.54;1.96;4.51;0
2014-12-22;29.99;25.12;20.86;79.3;62.35;43.85;19.81;2.64;5.22;0
2014-12-21;30.59;25.23;20.7;86.4;64.09;38.14;17.28;1.91;4.58;0
2014-12-20;28.71;22.76;18.93;93.9;77.33;44.78;13.69;1.21;3.34;1.52
2014-12-19;29.26;23.72;19.14;92.8;75.33;50.38;12.62;1.59;3.36;1.78
2014-12-18;27.96;23.32;18.89;94.7;75.19;49.79;15.39;0.95;3.32;0.25
2014-12-17;23.65;20.55;19.14;94.6;90.21;77;5.02;1.04;1.47;14.48
2014-12-16;33.23;25.51;21.15;90.8;69.81;34.74;14.59;1.71;4.36;3.81
2014-12-15;34.47;27.88;23.81;79.3;54.55;27.72;19.89;1.84;5.58;0
2014-12-14;33.48;27.41;21.82;75;53.63;31.77;18.91;1.49;4.96;0
2014-12-13;32.98;26.88;21.16;80.7;55.72;31.77;19.31;2.36;5.64;0
2014-12-12;33.24;26.9;22.15;82.5;57.2;30.35;16.23;2.6;5.5;0.76
2014-12-11;32.62;26.59;22.74;71.5;56.02;31.29;11.23;2.7;5.09;0
2014-12-10;32.14;26.53;21.27;75.5;53.58;32.56;17.35;2.6;5.55;0
2014-12-09;31.12;25.92;20.83;73.4;55.03;34.53;12.54;3.01;5.15;0
2014-12-08;31.44;26.49;22.59;62.63;49.05;32.98;15.56;2.77;5.63;0
2014-12-07;31.71;26.53;21.81;76.4;56.28;34.31;14.75;2.09;4.74;0
2014-12-06;29.85;24.97;21.13;92.9;73.56;53.03;10.01;1.91;3.15;8.89
2014-12-05;33.76;27.53;22.05;77.1;54.91;28.31;18.31;1.7;5.16;0
2014-12-04;32.3;26.56;21.74;73.7;53.19;29.78;16.65;2.39;5.43;0
2014-12-03;32.19;26.54;21.75;71.6;50.84;30.48;18.15;2.87;5.99;0
2014-12-02;31.75;25.89;20.61;76.1;51.8;29.93;16.67;2.92;5.73;0
2014-12-01;32;26.14;20.96;74.3;53.62;31.05;16.73;2.76;5.64;1.02
2014-11-30;32.25;26.86;20.45;72.7;46.54;28.21;22.65;3.16;6.72;0
2014-11-29;33.79;27.66;21.63;81.5;50.23;25.26;20.92;2.29;6.01;0
2014-11-28;33.89;27.76;22.83;74.8;52.06;26.77;18.7;2.02;5.57;0
2014-11-27;33.05;26.54;20.7;69.9;50.05;26.47;21.84;2.43;6.24;0
2014-11-26;31.08;26.05;22.27;74.8;58.19;38.74;15.37;2.27;4.79;0
2014-11-25;31.99;26.92;21.97;78.8;54.67;31.82;17.84;2.45;5.43;0
2014-11-24;31.93;26.75;22.26;75.3;54.82;32.87;18.84;1.93;5.16;0
2014-11-23;31.57;25.68;21.45;79.6;59.96;33.51;15.79;1.89;4.64;0
2014-11-22;30.47;25.61;20.28;84.1;57.23;32.72;16.85;2.16;4.81;0
2014-11-21;29.94;24.89;20.01;89.1;63.01;42.68;13.65;2.04;3.99;0
2014-11-20;27.61;23.47;21.09;83.6;74.3;55.4;10.35;2.5;3.39;0
2014-11-19;27.71;22.45;19.12;92.7;77.59;55.97;11.36;2.14;3.19;0.76
2014-11-18;27.68;22.96;19.3;93;75.73;53.36;16.18;1.83;3.73;0.76
2014-11-17;26.39;21.19;19.58;93.9;88.26;65.26;7.08;0.81;1.9;7.37
2014-11-16;33.95;25.87;19.49;94.2;70.41;35.27;12.42;2.22;4.48;41.66
2014-11-15;36.56;31.34;25.2;67.83;42.19;27.13;19.28;1.94;5.94;0
2014-11-14;35.79;29.6;24.17;74.9;48.77;25.95;20.44;1.36;5.33;0
2014-11-13;34.25;27.93;22.93;88.3;59.99;32.35;15.53;1.43;4.4;0.25
2014-11-12;35.7;29.78;24.32;83.5;50.24;27.59;19.09;2.2;5.88;0.76
2014-11-11;34.15;29.22;24.95;66.42;49.98;33.09;14.52;2.61;5.61;0
2014-11-10;36.84;30.74;24.99;70.3;44.26;24.34;21.21;1.52;5.77;0
2014-11-09;34.82;29.36;23.8;73;47.63;30.25;18.47;1.58;5.16;0
2014-11-08;35.15;28.29;21.68;75;48.87;27.66;20.13;1.82;5.64;0
2014-11-07;34.59;28.22;22.33;74.9;51.62;28.76;18.66;3.85;7.14;0
2014-11-06;34.46;28.68;22.81;69.52;48.08;29.84;20.69;3.61;7.24;0
2014-11-05;34.34;28.23;22.1;77.4;50.45;28.86;16.97;2.51;5.76;0
2014-11-04;32.72;26.84;22.15;71;51.66;32.3;15.85;2.67;5.56;0
2014-11-03;34.23;28.57;22.04;71.1;45.37;28.33;20.42;3.42;7.03;0
2014-11-02;34.17;28.16;22.73;69.16;47.87;26.31;17.62;3.64;7.03;0
2014-11-01;33.22;27.63;22.29;68.56;47.08;27.68;15.99;3.38;6.44;0.25
2014-10-31;34.15;27.71;22.24;72.1;48.59;23.73;16.01;3.67;6.94;0
2014-10-30;33.99;28.96;24.09;66.85;43.45;24.9;18.76;3.9;7.48;0
2014-10-29;36.38;30.03;24;63.9;39.91;19.07;20.32;2.95;7.42;0.51
2014-10-28;34.78;28.38;23.09;72.6;48.89;26.94;19.48;2.52;6.27;0
2014-10-27;35.33;28.95;21.93;71.8;42.37;22.88;21.41;3.03;7.19;0
2014-10-26;34.71;28.32;21.63;71.3;42.2;22.19;19.86;2.72;6.65;0
2014-10-25;33.15;27.87;22.99;70;47.63;28.82;16.05;3.16;6.21;0
2014-10-24;32.57;27.08;22.68;68.37;50.45;33.45;15.56;3.49;6.18;0
2014-10-23;32.48;26.91;21.69;66.5;46.99;28.88;17.2;3.33;6.42;0
2014-10-22;32.61;26.93;22.3;72.8;49.77;28.79;16.43;2.63;5.68;0
2014-10-21;33.08;27.93;22.73;74.6;48.42;30.08;18.23;2.51;5.78;0
2014-10-20;35.53;28.52;22.17;75.8;46.91;26.25;21.17;1.93;5.96;0
2014-10-19;35.63;28.21;21.99;74.1;45.09;19.72;20.69;2;6.12;0
2014-10-18;33.88;27.99;22.43;74.3;47.08;26.63;19.87;3.13;6.7;0
2014-10-17;33.11;27.56;22.93;70.2;50.9;31.75;17.26;3.72;6.64;0
2014-10-16;34.6;28.01;21.5;74;45.22;22.8;20.9;3.47;7.35;0
2014-10-15;34.06;27.36;21.23;76.1;45.14;20.47;20.57;2.87;6.74;0
2014-10-14;32.48;26.84;21.92;70.9;46.87;24.95;16.54;3.15;6.26;0
2014-10-13;32.68;26.77;21.38;72.9;48.21;24.69;17.7;3.97;7.03;0
2014-10-12;32.09;26.22;19.27;82.5;54.14;31.28;15.13;3.45;5.8;0
2014-10-11;31.55;26.45;21.8;77.2;52.79;32.9;17.61;4.07;6.42;0
2014-10-10;32.07;25.78;18.7;79.9;52.44;29.26;19.33;3.93;6.68;0.51
2014-10-09;30.22;24.39;19.87;88.7;62.1;36.23;11.41;3.76;4.96;0.25
2014-10-08;28.98;24;20.58;79.8;62.73;45.52;11.72;3.81;4.68;0
2014-10-07;28.41;24.27;19.35;70.2;51.43;37.84;15.92;4.12;5.72;0
2014-10-06;27.97;23.53;18.92;71.3;53.98;36.26;12.71;4.34;5.51;0
